ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,class
74.0,410.0,8.0,95.0,39.0,1.0,1.0,101.0,8.0,9.0,40.0,3.0,19.0,2.0,2.0,28.0,12.0,3.0,3.0,73.0,1
74.0,325.0,16.0,90.0,20.0,1.0,1.0,90.0,5.0,7.0,20.0,1.0,22.0,1.0,1.0,35.0,7.0,4.0,2.0,65.0,1
79.0,135.0,3.0,64.0,36.0,1.0,1.0,94.0,7.0,7.0,41.0,4.0,41.0,1.0,1.0,23.0,6.0,5.0,1.0,61.0,1
66.0,156.0,9.0,38.0,21.0,2.0,2.0,96.0,5.0,7.0,22.0,2.0,39.0,3.0,3.0,50.0,6.0,6.0,2.0,68.0,0
85.0,278.0,9.0,110.0,9.0,1.0,1.0,101.0,8.0,9.0,9.0,2.0,51.0,1.0,1.0,34.0,3.0,2.0,1.0,101.0,1
76.0,295.0,13.0,95.0,40.0,1.0,1.0,99.0,7.0,7.0,41.0,1.0,36.0,3.0,3.0,18.0,7.0,6.0,1.0,62.0,1
69.0,107.0,4.0,55.0,30.0,2.0,2.0,88.0,7.0,3.0,32.0,3.0,66.0,2.0,2.0,86.0,4.0,6.0,3.0,101.0,1
68.0,86.0,8.0,45.0,16.0,2.0,2.0,94.0,7.0,7.0,17.0,3.0,34.0,1.0,1.0,60.0,4.0,3.0,3.0,84.0,0
72.0,283.0,2.0,74.0,23.0,1.0,1.0,97.0,7.0,7.0,26.0,6.0,5.0,3.0,3.0,38.0,12.0,2.0,2.0,81.0,0
63.0,152.0,20.0,100.0,6.0,2.0,2.0,81.0,7.0,7.0,7.0,1.0,81.0,1.0,1.0,41.0,2.0,3.0,1.0,101.0,0
71.0,334.0,3.0,76.0,17.0,1.0,1.0,101.0,6.0,9.0,21.0,9.0,31.0,1.0,1.0,79.0,7.0,3.0,5.0,68.0,0
59.0,308.0,7.0,80.0,15.0,2.0,1.0,74.0,7.0,6.0,16.0,3.0,54.0,1.0,1.0,82.0,4.0,4.0,3.0,87.0,0
89.0,189.0,14.0,83.0,21.0,1.0,1.0,101.0,8.0,9.0,21.0,1.0,41.0,1.0,1.0,18.0,3.0,3.0,1.0,51.0,1
66.0,108.0,8.0,49.0,41.0,1.0,1.0,101.0,7.0,9.0,44.0,5.0,43.0,3.0,3.0,81.0,6.0,3.0,5.0,71.0,0
75.0,170.0,6.0,79.0,27.0,1.0,1.0,97.0,7.0,7.0,28.0,3.0,38.0,2.0,2.0,38.0,6.0,5.0,1.0,76.0,0
79.0,283.0,3.0,96.0,24.0,1.0,1.0,101.0,8.0,9.0,25.0,2.0,14.0,2.0,2.0,23.0,5.0,2.0,2.0,44.0,0
75.0,379.0,8.0,111.0,42.0,1.0,1.0,99.0,7.0,7.0,43.0,5.0,58.0,1.0,1.0,45.0,5.0,6.0,3.0,70.0,1
78.0,312.0,12.0,104.0,40.0,1.0,1.0,99.0,7.0,7.0,43.0,2.0,37.0,1.0,1.0,47.0,6.0,5.0,2.0,70.0,1
68.0,300.0,3.0,80.0,26.0,1.0,1.0,90.0,6.0,7.0,28.0,4.0,38.0,13.0,12.0,64.0,14.0,4.0,5.0,95.0,0
57.0,77.0,7.0,33.0,12.0,3.0,3.0,93.0,6.0,3.0,15.0,6.0,18.0,4.0,4.0,84.0,6.0,3.0,3.0,101.0,1
89.0,212.0,21.0,104.0,14.0,1.0,1.0,101.0,8.0,9.0,15.0,1.0,58.0,1.0,1.0,1.0,3.0,4.0,1.0,72.0,1
76.0,170.0,3.0,60.0,22.0,1.0,1.0,101.0,8.0,9.0,23.0,5.0,37.0,5.0,5.0,44.0,5.0,7.0,1.0,84.0,0
67.0,128.0,3.0,70.0,18.0,1.0,1.0,95.0,7.0,7.0,19.0,5.0,34.0,4.0,4.0,43.0,4.0,5.0,4.0,59.0,0
82.0,221.0,3.0,92.0,21.0,1.0,1.0,101.0,8.0,9.0,24.0,3.0,40.0,3.0,3.0,37.0,4.0,2.0,2.0,68.0,1
72.0,178.0,9.0,96.0,25.0,1.0,1.0,97.0,7.0,7.0,25.0,2.0,76.0,2.0,2.0,88.0,5.0,3.0,4.0,101.0,0
70.0,113.0,3.0,44.0,6.0,1.0,1.0,101.0,8.0,9.0,8.0,3.0,44.0,2.0,2.0,38.0,4.0,3.0,1.0,84.0,0
75.0,151.0,14.0,92.0,14.0,2.0,2.0,94.0,7.0,3.0,15.0,1.0,30.0,1.0,1.0,37.0,2.0,2.0,2.0,41.0,1
57.0,225.0,22.0,110.0,28.0,2.0,2.0,80.0,5.0,7.0,29.0,1.0,22.0,2.0,2.0,102.0,16.0,2.0,12.0,95.0,0
66.0,244.0,10.0,90.0,24.0,1.0,1.0,84.0,5.0,7.0,24.0,2.0,53.0,1.0,1.0,50.0,5.0,5.0,2.0,81.0,0
93.0,153.0,16.0,155.0,15.0,1.0,1.0,101.0,8.0,9.0,16.0,1.0,48.0,1.0,1.0,8.0,3.0,3.0,1.0,81.0,1
92.0,151.0,4.0,109.0,11.0,1.0,1.0,101.0,8.0,9.0,12.0,2.0,65.0,2.0,2.0,3.0,2.0,4.0,1.0,68.0,1
74.0,184.0,7.0,91.0,20.0,2.0,2.0,101.0,8.0,9.0,20.0,2.0,33.0,1.0,1.0,7.0,2.0,3.0,1.0,51.0,1
67.0,256.0,2.0,81.0,15.0,2.0,2.0,89.0,5.0,7.0,17.0,4.0,70.0,5.0,5.0,59.0,4.0,5.0,2.0,89.0,0
88.0,121.0,13.0,60.0,27.0,1.0,1.0,101.0,8.0,9.0,27.0,1.0,55.0,2.0,2.0,2.0,3.0,2.0,1.0,76.0,0
64.0,124.0,3.0,41.0,6.0,2.0,2.0,87.0,7.0,5.0,8.0,5.0,44.0,1.0,1.0,78.0,4.0,2.0,2.0,101.0,0
79.0,178.0,2.0,66.0,27.0,1.0,1.0,97.0,7.0,7.0,29.0,4.0,47.0,2.0,2.0,5.0,5.0,6.0,1.0,65.0,1
76.0,213.0,24.0,106.0,12.0,1.0,1.0,83.0,7.0,7.0,12.0,1.0,46.0,2.0,2.0,14.0,2.0,2.0,1.0,101.0,0
62.0,209.0,7.0,97.0,25.0,4.0,3.0,75.0,7.0,3.0,28.0,4.0,64.0,3.0,3.0,54.0,7.0,5.0,3.0,93.0,0
64.0,204.0,3.0,80.0,17.0,1.0,1.0,60.0,5.0,7.0,18.0,2.0,48.0,4.0,4.0,56.0,8.0,4.0,2.0,92.0,0
70.0,161.0,6.0,110.0,12.0,2.0,2.0,93.0,7.0,4.0,14.0,2.0,32.0,1.0,1.0,95.0,4.0,3.0,4.0,101.0,0
50.0,104.0,5.0,49.0,11.0,13.0,10.0,54.0,1.0,3.0,18.0,2.0,36.0,3.0,3.0,38.0,6.0,3.0,1.0,81.0,0
75.0,160.0,10.0,70.0,27.0,1.0,1.0,101.0,7.0,8.0,28.0,3.0,49.0,1.0,1.0,62.0,4.0,5.0,3.0,79.0,0
66.0,242.0,38.0,96.0,16.0,1.0,1.0,77.0,5.0,7.0,18.0,1.0,30.0,2.0,2.0,52.0,4.0,2.0,2.0,81.0,0
81.0,204.0,7.0,92.0,16.0,1.0,1.0,101.0,8.0,9.0,18.0,2.0,30.0,1.0,1.0,17.0,7.0,3.0,2.0,70.0,0
62.0,62.0,11.0,42.0,10.0,1.0,1.0,81.0,6.0,7.0,11.0,2.0,51.0,3.0,3.0,81.0,5.0,4.0,2.0,101.0,0
58.0,179.0,3.0,80.0,24.0,1.0,1.0,93.0,5.0,7.0,27.0,3.0,59.0,4.0,4.0,58.0,6.0,3.0,2.0,101.0,0
60.0,132.0,8.0,82.0,14.0,2.0,1.0,70.0,5.0,6.0,18.0,2.0,51.0,3.0,3.0,76.0,4.0,3.0,2.0,101.0,0
87.0,169.0,16.0,86.0,34.0,1.0,1.0,98.0,7.0,7.0,35.0,1.0,39.0,1.0,1.0,4.0,4.0,3.0,1.0,57.0,1
84.0,107.0,4.0,63.0,29.0,1.0,1.0,101.0,8.0,9.0,29.0,6.0,12.0,5.0,5.0,18.0,3.0,2.0,1.0,61.0,1
60.0,199.0,7.0,90.0,30.0,4.0,3.0,80.0,7.0,3.0,35.0,2.0,39.0,4.0,4.0,39.0,12.0,2.0,2.0,87.0,0
60.0,257.0,1.0,51.0,12.0,2.0,1.0,45.0,5.0,6.0,17.0,2.0,76.0,2.0,2.0,94.0,4.0,7.0,3.0,91.0,0
56.0,204.0,8.0,82.0,20.0,3.0,2.0,87.0,4.0,6.0,22.0,3.0,34.0,4.0,4.0,57.0,4.0,3.0,2.0,84.0,1
66.0,15.0,1.0,5.0,4.0,1.0,1.0,101.0,8.0,9.0,7.0,6.0,34.0,10.0,10.0,2.0,2.0,3.0,1.0,51.0,1
81.0,234.0,4.0,107.0,29.0,1.0,1.0,98.0,5.0,7.0,31.0,5.0,38.0,4.0,4.0,5.0,5.0,3.0,1.0,87.0,1
71.0,253.0,4.0,74.0,21.0,5.0,3.0,89.0,7.0,4.0,25.0,5.0,68.0,2.0,2.0,17.0,4.0,3.0,1.0,64.0,0
58.0,247.0,5.0,73.0,35.0,3.0,2.0,89.0,2.0,4.0,41.0,5.0,74.0,4.0,4.0,13.0,4.0,13.0,1.0,90.0,0
78.0,155.0,4.0,56.0,32.0,1.0,1.0,101.0,8.0,9.0,33.0,7.0,64.0,3.0,2.0,27.0,6.0,15.0,1.0,87.0,0
66.0,38.0,14.0,25.0,12.0,1.0,1.0,101.0,8.0,9.0,12.0,1.0,28.0,5.0,5.0,82.0,7.0,2.0,3.0,89.0,0
68.0,98.0,3.0,47.0,9.0,1.0,1.0,101.0,8.0,9.0,10.0,2.0,34.0,2.0,2.0,67.0,6.0,3.0,2.0,89.0,0
74.0,137.0,7.0,78.0,26.0,1.0,1.0,101.0,8.0,9.0,26.0,5.0,37.0,4.0,4.0,55.0,12.0,2.0,2.0,101.0,0
74.0,191.0,9.0,114.0,28.0,1.0,1.0,101.0,8.0,9.0,31.0,2.0,24.0,1.0,1.0,41.0,10.0,4.0,2.0,69.0,0
78.0,222.0,18.0,94.0,47.0,1.0,1.0,101.0,8.0,9.0,52.0,1.0,37.0,1.0,1.0,42.0,9.0,2.0,3.0,76.0,0
62.0,191.0,8.0,119.0,35.0,1.0,1.0,83.0,6.0,7.0,35.0,2.0,51.0,1.0,1.0,98.0,7.0,5.0,5.0,101.0,0
87.0,243.0,78.0,136.0,15.0,1.0,1.0,101.0,8.0,9.0,15.0,1.0,37.0,4.0,4.0,4.0,3.0,2.0,1.0,44.0,1
67.0,133.0,4.0,37.0,35.0,1.0,1.0,101.0,8.0,9.0,35.0,4.0,27.0,1.0,1.0,67.0,22.0,5.0,6.0,97.0,1
65.0,179.0,9.0,109.0,34.0,1.0,1.0,86.0,5.0,7.0,34.0,3.0,37.0,5.0,5.0,49.0,6.0,4.0,4.0,63.0,0
80.0,246.0,7.0,101.0,36.0,1.0,1.0,101.0,8.0,9.0,38.0,2.0,44.0,2.0,2.0,19.0,7.0,5.0,1.0,72.0,1
77.0,160.0,4.0,85.0,22.0,1.0,1.0,96.0,6.0,8.0,22.0,2.0,72.0,2.0,2.0,43.0,4.0,4.0,2.0,76.0,1
82.0,245.0,4.0,129.0,55.0,1.0,1.0,99.0,7.0,7.0,57.0,4.0,42.0,5.0,5.0,26.0,7.0,4.0,1.0,91.0,1
86.0,242.0,8.0,121.0,37.0,1.0,1.0,101.0,8.0,9.0,37.0,2.0,40.0,2.0,2.0,2.0,4.0,5.0,1.0,51.0,1
76.0,161.0,6.0,70.0,13.0,1.0,1.0,101.0,8.0,9.0,13.0,3.0,43.0,3.0,3.0,86.0,3.0,3.0,3.0,84.0,0
73.0,133.0,3.0,66.0,26.0,1.0,1.0,101.0,8.0,9.0,27.0,4.0,43.0,4.0,4.0,41.0,6.0,4.0,3.0,74.0,0
72.0,180.0,5.0,69.0,33.0,2.0,2.0,98.0,7.0,4.0,34.0,6.0,22.0,6.0,6.0,44.0,13.0,5.0,4.0,77.0,0
66.0,257.0,41.0,191.0,24.0,2.0,2.0,86.0,5.0,5.0,28.0,1.0,53.0,1.0,1.0,76.0,5.0,4.0,2.0,89.0,1
56.0,140.0,4.0,66.0,52.0,1.0,1.0,99.0,5.0,7.0,52.0,4.0,28.0,12.0,10.0,81.0,18.0,3.0,11.0,80.0,1
51.0,223.0,21.0,100.0,25.0,3.0,2.0,82.0,5.0,6.0,27.0,1.0,39.0,2.0,2.0,43.0,7.0,4.0,3.0,70.0,0
71.0,219.0,4.0,70.0,25.0,2.0,2.0,89.0,6.0,3.0,34.0,4.0,63.0,6.0,6.0,70.0,9.0,5.0,2.0,101.0,1
56.0,157.0,6.0,66.0,60.0,2.0,2.0,99.0,5.0,7.0,60.0,6.0,37.0,13.0,12.0,45.0,8.0,6.0,2.0,93.0,0
63.0,248.0,12.0,94.0,30.0,3.0,3.0,91.0,1.0,7.0,30.0,2.0,25.0,1.0,1.0,68.0,12.0,2.0,4.0,101.0,1
88.0,113.0,6.0,68.0,23.0,1.0,1.0,101.0,8.0,9.0,23.0,3.0,56.0,1.0,1.0,4.0,2.0,4.0,1.0,45.0,1
66.0,130.0,11.0,65.0,31.0,1.0,1.0,79.0,5.0,7.0,33.0,4.0,35.0,2.0,2.0,18.0,3.0,11.0,1.0,68.0,1
67.0,94.0,8.0,34.0,24.0,1.0,1.0,101.0,8.0,9.0,25.0,4.0,34.0,3.0,3.0,59.0,9.0,3.0,5.0,64.0,0
82.0,213.0,2.0,94.0,38.0,1.0,1.0,101.0,8.0,9.0,45.0,6.0,17.0,4.0,4.0,20.0,5.0,3.0,2.0,36.0,1
66.0,322.0,4.0,75.0,28.0,3.0,2.0,69.0,7.0,5.0,32.0,6.0,46.0,5.0,5.0,12.0,2.0,5.0,1.0,57.0,1
66.0,339.0,8.0,56.0,25.0,1.0,1.0,84.0,5.0,7.0,25.0,3.0,34.0,3.0,3.0,14.0,3.0,3.0,1.0,32.0,1
86.0,196.0,6.0,88.0,29.0,1.0,1.0,101.0,8.0,9.0,30.0,6.0,39.0,4.0,4.0,12.0,6.0,4.0,1.0,74.0,1
68.0,146.0,4.0,59.0,32.0,2.0,2.0,95.0,5.0,3.0,33.0,5.0,57.0,3.0,3.0,19.0,6.0,7.0,2.0,80.0,1
93.0,353.0,14.0,121.0,15.0,1.0,1.0,101.0,8.0,9.0,18.0,1.0,36.0,2.0,2.0,12.0,3.0,2.0,1.0,61.0,1
67.0,206.0,5.0,124.0,6.0,2.0,2.0,101.0,7.0,9.0,6.0,3.0,41.0,6.0,6.0,84.0,2.0,3.0,2.0,101.0,0
63.0,136.0,9.0,60.0,16.0,3.0,3.0,82.0,5.0,7.0,17.0,2.0,82.0,12.0,11.0,14.0,3.0,5.0,1.0,101.0,0
70.0,176.0,7.0,57.0,18.0,3.0,2.0,91.0,5.0,6.0,21.0,4.0,56.0,2.0,2.0,17.0,4.0,9.0,1.0,74.0,1
58.0,141.0,14.0,68.0,9.0,5.0,5.0,81.0,7.0,5.0,11.0,1.0,51.0,2.0,2.0,94.0,2.0,3.0,2.0,101.0,0
67.0,308.0,7.0,126.0,39.0,4.0,2.0,80.0,7.0,3.0,50.0,3.0,49.0,2.0,2.0,46.0,9.0,4.0,5.0,66.0,0
67.0,503.0,5.0,146.0,35.0,1.0,1.0,98.0,7.0,7.0,38.0,5.0,28.0,4.0,4.0,81.0,18.0,4.0,13.0,84.0,0
65.0,278.0,7.0,95.0,27.0,1.0,1.0,72.0,5.0,7.0,29.0,2.0,55.0,1.0,1.0,53.0,6.0,5.0,2.0,83.0,0
82.0,335.0,17.0,105.0,19.0,1.0,1.0,101.0,8.0,9.0,20.0,1.0,69.0,1.0,1.0,30.0,4.0,4.0,1.0,87.0,1
64.0,308.0,3.0,86.0,36.0,1.0,1.0,96.0,7.0,7.0,39.0,4.0,25.0,4.0,4.0,39.0,6.0,2.0,3.0,51.0,1
67.0,134.0,7.0,78.0,24.0,1.0,1.0,101.0,8.0,9.0,27.0,3.0,43.0,4.0,4.0,106.0,7.0,3.0,7.0,101.0,0
62.0,339.0,3.0,146.0,33.0,1.0,1.0,89.0,5.0,7.0,34.0,2.0,28.0,1.0,1.0,57.0,16.0,3.0,7.0,79.0,0
86.0,183.0,14.0,75.0,11.0,1.0,1.0,101.0,8.0,9.0,11.0,1.0,51.0,1.0,1.0,13.0,5.0,3.0,1.0,87.0,1
73.0,146.0,8.0,58.0,46.0,1.0,1.0,101.0,8.0,9.0,73.0,3.0,75.0,1.0,1.0,35.0,5.0,13.0,1.0,74.0,1
86.0,268.0,19.0,73.0,9.0,1.0,1.0,101.0,8.0,9.0,9.0,1.0,26.0,1.0,1.0,18.0,3.0,2.0,1.0,76.0,1
79.0,341.0,9.0,107.0,26.0,1.0,1.0,97.0,5.0,7.0,26.0,2.0,57.0,2.0,2.0,7.0,3.0,4.0,1.0,57.0,0
87.0,440.0,3.0,113.0,19.0,1.0,1.0,101.0,8.0,9.0,22.0,3.0,58.0,4.0,4.0,27.0,4.0,3.0,1.0,84.0,1
71.0,140.0,6.0,68.0,20.0,2.0,1.0,84.0,7.0,6.0,24.0,3.0,58.0,1.0,1.0,40.0,3.0,4.0,1.0,101.0,1
63.0,296.0,8.0,125.0,56.0,1.0,1.0,96.0,5.0,7.0,58.0,3.0,40.0,1.0,1.0,33.0,7.0,5.0,3.0,58.0,0
83.0,287.0,2.0,104.0,17.0,1.0,1.0,101.0,8.0,9.0,18.0,4.0,48.0,1.0,1.0,26.0,5.0,4.0,2.0,90.0,1
67.0,112.0,5.0,41.0,10.0,1.0,1.0,101.0,8.0,9.0,10.0,3.0,34.0,4.0,4.0,81.0,6.0,3.0,4.0,89.0,1
68.0,86.0,17.0,49.0,18.0,2.0,1.0,90.0,7.0,6.0,19.0,1.0,62.0,2.0,2.0,45.0,2.0,3.0,1.0,76.0,0
